url,app_id,name
https://github.com/00-Evan/shattered-pixel-dungeon,com.shatteredpixel.shatteredpixeldungeon,Shattered Pixel Dungeon
https://github.com/Anuken/Mindustry,io.anuke.mindustry,Mindustry
https://github.com/mupen64plus-ae/mupen64plus-ae,org.mupen64plusae.v3.alpha,Mupen64Plus
https://github.com/magefree/mage,io.magefree.mage,Mage
https://github.com/triplea-game/triplea,io.tripleagame.triple,Triplea
https://github.com/FreeCol/freecol,io.freecol.freecol,FreeCol
https://github.com/PixelGuys/Cubyz,io.pixelguys.cubyz,Cubyz
https://github.com/MovingBlocks/Terasology,io.movingblocks.terasology,Terasology
